"","Family","Species","New.Genus","New.Species"
"31377","Fagaceae","Quercus bicolor","Quercus","bicolor"
"31379","Fagaceae","Quercus rubra","Quercus","rubra"
"31384","Fagaceae","Quercus brantii","Quercus","brantii"
"31387","Fagaceae","Quercus kelloggii","Quercus","kelloggii"
"31390","Fagaceae","Quercus coccifera","Quercus","coccifera"
"31391","Fagaceae","Quercus canariensis","Quercus","canariensis"
"31393","Fagaceae","Quercus laevis","Quercus","laevis"
"31394","Fagaceae","Quercus cerris","Quercus","cerris"
"31402","Fagaceae","Quercus chenii","Quercus","chenii"
"31403","Fagaceae","Quercus chrysolepis","Quercus","chrysolepis"
"31419","Fagaceae","Quercus coccinea","Quercus","coccinea"
"31428","Fagaceae","Quercus pubescens","Quercus","pubescens"
"31429","Fagaceae","Quercus dentata","Quercus","dentata"
"31433","Fagaceae","Quercus robur","Quercus","robur"
"31434","Fagaceae","Quercus douglasii","Quercus","douglasii"
"31438","Fagaceae","Quercus dumosa","Quercus","dumosa"
"31442","Fagaceae","Quercus durata","Quercus","durata"
"31443","Fagaceae","Quercus ellipsoidalis","Quercus","ellipsoidalis"
"31445","Fagaceae","Quercus emoryi","Quercus","emoryi"
"31446","Fagaceae","Quercus engelmannii","Quercus","engelmannii"
"31447","Fagaceae","Quercus faginea","Quercus","faginea"
"31452","Fagaceae","Quercus falcata","Quercus","falcata"
"31457","Fagaceae","Quercus floribunda","Quercus","floribunda"
"31458","Fagaceae","Quercus frainetto","Quercus","frainetto"
"31462","Fagaceae","Quercus gambelii","Quercus","gambelii"
"31463","Fagaceae","Quercus garryana","Quercus","garryana"
"31466","Fagaceae","Quercus germana","Quercus","germana"
"31470","Fagaceae","Quercus serrata","Quercus","serrata"
"31473","Fagaceae","Quercus glauca","Quercus","glauca"
"31474","Fagaceae","Quercus hartwissiana","Quercus","hartwissiana"
"31478","Fagaceae","Quercus hypoleucoides","Quercus","hypoleucoides"
"31480","Fagaceae","Quercus petraea","Quercus","petraea"
"31483","Fagaceae","Quercus ilex","Quercus","ilex"
"31511","Fagaceae","Quercus incana","Quercus","incana"
"31514","Fagaceae","Quercus infectoria","Quercus","infectoria"
"31516","Fagaceae","Quercus ithaburensis","Quercus","ithaburensis"
"31528","Fagaceae","Quercus laurifolia","Quercus","laurifolia"
"31536","Fagaceae","Quercus wutaishanica","Quercus","wutaishanica"
"31537","Fagaceae","Quercus lobata","Quercus","lobata"
"31546","Fagaceae","Quercus hispanica","Quercus","hispanica"
"31547","Fagaceae","Quercus lusitanica","Quercus","lusitanica"
"31549","Fagaceae","Quercus lyrata","Quercus","lyrata"
"31550","Fagaceae","Quercus macranthera","Quercus","macranthera"
"31552","Fagaceae","Quercus macrocarpa","Quercus","macrocarpa"
"31561","Fagaceae","Quercus marilandica","Quercus","marilandica"
"31566","Fagaceae","Quercus michauxii","Quercus","michauxii"
"31567","Fagaceae","Quercus mongolica","Quercus","mongolica"
"31568","Fagaceae","Quercus montana","Quercus","montana"
"31570","Fagaceae","Quercus muehlenbergii","Quercus","muehlenbergii"
"31580","Fagaceae","Quercus texana","Quercus","texana"
"31581","Fagaceae","Quercus palustris","Quercus","palustris"
"31615","Fagaceae","Quercus phellos","Quercus","phellos"
"31634","Fagaceae","Quercus pyrenaica","Quercus","pyrenaica"
"31677","Fagaceae","Quercus rotundifolia","Quercus","rotundifolia"
"31705","Fagaceae","Quercus salicina","Quercus","salicina"
"31708","Fagaceae","Quercus xalapensis","Quercus","xalapensis"
"31711","Fagaceae","Quercus semecarpifolia","Quercus","semecarpifolia"
"31720","Fagaceae","Quercus stellata","Quercus","stellata"
"31725","Fagaceae","Quercus suber","Quercus","suber"
"31754","Fagaceae","Quercus velutina","Quercus","velutina"
"31757","Fagaceae","Quercus variabilis","Quercus","variabilis"
"31769","Fagaceae","Quercus virginiana","Quercus","virginiana"
"31779","Fagaceae","Quercus wislizeni","Quercus","wislizeni"
"31783","Cactaceae","Quiabentia verticillata","Quiabentia","verticillata"
"31786","Bignoniaceae","Radermachera sinica","Radermachera","sinica"
"31794","Onagraceae","Raimannia odorata","Raimannia","odorata"
"31795","Ranunculaceae","Ranunculus abortivus","Ranunculus","abortivus"
"31798","Ranunculaceae","Ranunculus aconitifolius","Ranunculus","aconitifolius"
"31799","Ranunculaceae","Ranunculus acris","Ranunculus","acris"
"31802","Ranunculaceae","Ranunculus arvensis","Ranunculus","arvensis"
"31804","Ranunculaceae","Ranunculus asiaticus","Ranunculus","asiaticus"
"31812","Ranunculaceae","Ranunculus auricomus","Ranunculus","auricomus"
"31814","Ranunculaceae","Ranunculus bulbosus","Ranunculus","bulbosus"
"31817","Ranunculaceae","Ranunculus cassubicus","Ranunculus","cassubicus"
"31818","Ranunculaceae","Ficaria verna","Ficaria","verna"
"31819","Ranunculaceae","Ranunculus occidentalis","Ranunculus","occidentalis"
"31820","Ranunculaceae","Ranunculus repens","Ranunculus","repens"
"31826","Ranunculaceae","Ranunculus sceleratus","Ranunculus","sceleratus"
"31827","Ranunculaceae","Ranunculus silerifolius","Ranunculus","silerifolius"
"31828","Brassicaceae","Raphanus raphanistrum","Raphanus","raphanistrum"
"31901","Arecaceae","Raphia farinifera","Raphia","farinifera"
"31902","Brassicaceae","Rapistrum rugosum","Rapistrum","rugosum"
"31903","Compositae","Ratibida columnifera","Ratibida","columnifera"
"31904","Araliaceae","Raukaua anomalus","Raukaua","anomalus"
"31905","Apocynaceae","Rauvolfia caffra","Rauvolfia","caffra"
"31906","Apocynaceae","Rauvolfia serpentina","Rauvolfia","serpentina"
"31913","Apocynaceae","Rauvolfia sumatrana","Rauvolfia","sumatrana"
"31914","Apocynaceae","Rauvolfia tetraphylla","Rauvolfia","tetraphylla"
"31916","Apocynaceae","Rauvolfia vomitoria","Rauvolfia","vomitoria"
"31917","Apocynaceae","Rauvolfia verticillata","Rauvolfia","verticillata"
"31918","Strelitziaceae","Ravenala madagascariensis","Ravenala","madagascariensis"
"31926","Arecaceae","Ravenea rivularis","Ravenea","rivularis"
"31928","Achariaceae","Rawsonia lucida","Rawsonia","lucida"
"31929","Plantaginaceae","Rehmannia elata","Rehmannia","elata"
"31931","Plantaginaceae","Rehmannia glutinosa","Rehmannia","glutinosa"
"31932","Compositae","Reichardia tingitana","Reichardia","tingitana"
"31933","Resedaceae","Reseda odorata","Reseda","odorata"
"31935","Compositae","Rhagadiolus stellatus","Rhagadiolus","stellatus"
"31936","Rhamnaceae","Rhamnus alaternus","Rhamnus","alaternus"
"31944","Rhamnaceae","Rhamnus alpina","Rhamnus","alpina"
"31948","Rhamnaceae","Frangula californica","Frangula","californica"
"31950","Rhamnaceae","Rhamnus caroliniana","Rhamnus","caroliniana"
"31953","Rhamnaceae","Rhamnus cathartica","Rhamnus","cathartica"
"31963","Rhamnaceae","Rhamnus crenulata","Rhamnus","crenulata"
"31964","Rhamnaceae","Rhamnus crocea","Rhamnus","crocea"
"31969","Rhamnaceae","Rhamnus lycioides","Rhamnus","lycioides"
"31971","Rhamnaceae","Rhamnus orbiculata","Rhamnus","orbiculata"
"31972","Rhamnaceae","Rhamnus persica","Rhamnus","persica"
"31973","Rhamnaceae","Frangula purshiana","Frangula","purshiana"
"31975","Rhamnaceae","Rhamnus ussuriensis","Rhamnus","ussuriensis"
"31976","Rosaceae","Rhaphiolepis indica","Rhaphiolepis","indica"
"31984","Verbenaceae","Rhaphithamnus spinosus","Rhaphithamnus","spinosus"
"31985","Arecaceae","Rhapidophyllum hystrix","Rhapidophyllum","hystrix"
"31986","Arecaceae","Rhapis excelsa","Rhapis","excelsa"
"31992","Arecaceae","Rhapis humilis","Rhapis","humilis"
"31993","Arecaceae","Rhapis subtilis","Rhapis","subtilis"
"31995","Polygonaceae","Rheum australe","Rheum","australe"
"31997","Polygonaceae","Rheum hybridum","Rheum","hybridum"
"32010","Polygonaceae","Rheum officinale","Rheum","officinale"
"32012","Polygonaceae","Rheum rhabarbarum","Rheum","rhabarbarum"
"32014","Polygonaceae","Rheum rhaponticum","Rheum","rhaponticum"
"32027","Polygonaceae","Rheum turkestanicum","Rheum","turkestanicum"
"32030","Orobanchaceae","Rhinanthus crista-galli","Rhinanthus","crista-galli"
"32031","Orobanchaceae","Rhinanthus major","Rhinanthus","major"
"32032","Orobanchaceae","Rhinanthus serotinus","Rhinanthus","serotinus"
"32033","Liliaceae","Fritillaria karelinii","Fritillaria","karelinii"
"32034","Rhipogonaceae","Rhipogonum scandens","Rhipogonum","scandens"
"32035","Rhizophoraceae","Rhizophora apiculata","Rhizophora","apiculata"
"32037","Rhizophoraceae","Rhizophora mangle","Rhizophora","mangle"
"32045","Rhizophoraceae","Rhizophora mucronata","Rhizophora","mucronata"
"32051","Crassulaceae","Sedum roseum","Sedum","roseum"
"32052","Ericaceae","Rhododendron adenogynum","Rhododendron","adenogynum"
"32053","Ericaceae","Rhododendron albrechtii","Rhododendron","albrechtii"
"32055","Ericaceae","Rhododendron arborescens","Rhododendron","arborescens"
"32056","Ericaceae","Rhododendron arboreum","Rhododendron","arboreum"
"32058","Ericaceae","Rhododendron fauriei","Rhododendron","fauriei"
"32059","Ericaceae","Rhododendron calophytum","Rhododendron","calophytum"
"32060","Ericaceae","Rhododendron russatum","Rhododendron","russatum"
"32061","Ericaceae","Rhododendron catawbiense","Rhododendron","catawbiense"
"32069","Ericaceae","Rhododendron decorum","Rhododendron","decorum"
"32072","Ericaceae","Rhododendron degronianum","Rhododendron","degronianum"
"32073","Ericaceae","Rhododendron eximium","Rhododendron","eximium"
"32075","Ericaceae","Rhododendron gandavense","Rhododendron","gandavense"
"32081","Ericaceae","Rhododendron hanceanum","Rhododendron","hanceanum"
"32090","Ericaceae","Rhododendron insigne","Rhododendron","insigne"
"32091","Ericaceae","Rhododendron japonicum","Rhododendron","japonicum"
"32098","Ericaceae","Rhododendron kaempferi","Rhododendron","kaempferi"
"32099","Ericaceae","Rhododendron keiskei","Rhododendron","keiskei"
"32100","Ericaceae","Rhododendron luteum","Rhododendron","luteum"
"32102","Ericaceae","Rhododendron maximum","Rhododendron","maximum"
"32107","Ericaceae","Rhododendron metternichii","Rhododendron","metternichii"
"32108","Ericaceae","Rhododendron mucronatum","Rhododendron","mucronatum"
"32110","Ericaceae","Rhododendron mucronulatum","Rhododendron","mucronulatum"
"32111","Ericaceae","Rhododendron niveum","Rhododendron","niveum"
"32112","Ericaceae","Rhododendron nudiflorum","Rhododendron","nudiflorum"
"32113","Ericaceae","Rhododendron obtusum","Rhododendron","obtusum"
"32116","Ericaceae","Rhododendron occidentale","Rhododendron","occidentale"
"32119","Ericaceae","Rhododendron orbiculare","Rhododendron","orbiculare"
"32120","Ericaceae","Rhododendron ovatum","Rhododendron","ovatum"
"32122","Ericaceae","Rhododendron ponticum","Rhododendron","ponticum"
"32128","Ericaceae","Rhododendron schlippenbachii","Rhododendron","schlippenbachii"
"32130","Ericaceae","Rhododendron simsii","Rhododendron","simsii"
"32134","Ericaceae","Rhododendron yedoense","Rhododendron","yedoense"
"32135","Myrtaceae","Rhodomyrtus psidioides","Rhodomyrtus","psidioides"
"32136","Myrtaceae","Rhodomyrtus tomentosa","Rhodomyrtus","tomentosa"
"32137","Anacardiaceae","Rhodosphaera rhodanthema","Rhodosphaera","rhodanthema"
"32138","Rosaceae","Rhodotypos scandens","Rhodotypos","scandens"
"32140","Commelinaceae","Tradescantia spathacea","Tradescantia","spathacea"
"32141","Vitaceae","Rhoicissus tridentata","Rhoicissus","tridentata"
"32142","Arecaceae","Rhopalostylis baueri","Rhopalostylis","baueri"
"32144","Arecaceae","Rhopalostylis sapida","Rhopalostylis","sapida"
"32147","Anacardiaceae","Searsia albida","Searsia","albida"
"32148","Anacardiaceae","Toxicodendron orientale","Toxicodendron","orientale"
"32149","Anacardiaceae","Rhus aromatica","Rhus","aromatica"
"32151","Anacardiaceae","Rhus chinensis","Rhus","chinensis"
"32155","Anacardiaceae","Rhus copallinum","Rhus","copallinum"
"32164","Anacardiaceae","Rhus coriaria","Rhus","coriaria"
"32166","Anacardiaceae","Toxicodendron diversilobum","Toxicodendron","diversilobum"
"32169","Anacardiaceae","Rhus glabra","Rhus","glabra"
"32174","Anacardiaceae","Rhus integrifolia","Rhus","integrifolia"
"32175","Simaroubaceae","Brucea javanica","Brucea","javanica"
"32177","Anacardiaceae","Rhus mysorensis","Rhus","mysorensis"
"32178","Anacardiaceae","Rhus ovata","Rhus","ovata"
"32181","Anacardiaceae","Searsia pendulina","Searsia","pendulina"
"32182","Anacardiaceae","Toxicodendron radicans","Toxicodendron","radicans"
"32184","Anacardiaceae","Toxicodendron sempervirens","Toxicodendron","sempervirens"
"32185","Anacardiaceae","Rhus succedanea","Rhus","succedanea"
"32187","Anacardiaceae","Toxicodendron sylvestre","Toxicodendron","sylvestre"
"32188","Anacardiaceae","Toxicodendron pubescens","Toxicodendron","pubescens"
"32194","Anacardiaceae","Toxicodendron trichocarpum","Toxicodendron","trichocarpum"
"32195","Anacardiaceae","Rhus trilobata","Rhus","trilobata"
"32199","Anacardiaceae","Rhus typhina","Rhus","typhina"
"32208","Anacardiaceae","Rhus vernicifera","Rhus","vernicifera"
"32209","Anacardiaceae","Rhus verniciflua","Rhus","verniciflua"
"32210","Anacardiaceae","Rhus vernix","Rhus","vernix"
"32217","Leguminosae","Rhynchosia aurea","Rhynchosia","aurea"
"32219","Leguminosae","Rhynchosia bracteata","Rhynchosia","bracteata"
"32220","Leguminosae","Rhynchosia cana","Rhynchosia","cana"
"32221","Leguminosae","Rhynchosia densiflora","Rhynchosia","densiflora"
"32222","Leguminosae","Rhynchosia reniformis","Rhynchosia","reniformis"
"32223","Leguminosae","Rhynchosia minima","Rhynchosia","minima"
"32227","Leguminosae","Rhynchosia pyramidalis","Rhynchosia","pyramidalis"
"32228","Leguminosae","Rhynchosia resinosa","Rhynchosia","resinosa"
"32229","Leguminosae","Rhynchosia rothii","Rhynchosia","rothii"
"32231","Leguminosae","Rhynchosia rufescens","Rhynchosia","rufescens"
"32233","Leguminosae","Rhynchosia suaveolens","Rhynchosia","suaveolens"
"32234","Leguminosae","Rhynchosia sublobata","Rhynchosia","sublobata"
"32236","Leguminosae","Rhynchosia tomentosa","Rhynchosia","tomentosa"
"32237","Compositae","Rhynchospermum verticillatum","Rhynchospermum","verticillatum"
"32238","Cyperaceae","Rhynchospora corymbosa","Rhynchospora","corymbosa"
"32239","Cyperaceae","Rhynchospora cephalotes","Rhynchospora","cephalotes"
"32241","Orchidaceae","Rhynchostylis retusa","Rhynchostylis","retusa"
"32242","Grossulariaceae","Ribes aciculare","Ribes","aciculare"
"32246","Grossulariaceae","Ribes alpinum","Ribes","alpinum"
"32249","Grossulariaceae","Ribes americanum","Ribes","americanum"
"32251","Grossulariaceae","Ribes aureum","Ribes","aureum"
"32257","Grossulariaceae","Ribes cynosbati","Ribes","cynosbati"
"32259","Grossulariaceae","Ribes divaricatum","Ribes","divaricatum"
"32260","Grossulariaceae","Ribes fasciculatum","Ribes","fasciculatum"
"32261","Grossulariaceae","Ribes glutinosum","Ribes","glutinosum"
"32262","Grossulariaceae","Ribes uva-crispa","Ribes","uva-crispa"
"32267","Grossulariaceae","Ribes hirtellum","Ribes","hirtellum"
"32268","Grossulariaceae","Ribes hudsonianum","Ribes","hudsonianum"
"32270","Grossulariaceae","Ribes meyeri","Ribes","meyeri"
"32271","Grossulariaceae","Ribes nigrum","Ribes","nigrum"
"32312","Grossulariaceae","Ribes orientale","Ribes","orientale"
"32315","Grossulariaceae","Ribes petraeum","Ribes","petraeum"
"32316","Grossulariaceae","Ribes rotundifolium","Ribes","rotundifolium"
"32317","Grossulariaceae","Ribes rubrum","Ribes","rubrum"
"32348","Grossulariaceae","Ribes sachalinense","Ribes","sachalinense"
"32349","Grossulariaceae","Ribes sanguineum","Ribes","sanguineum"
"32360","Grossulariaceae","Ribes sativum","Ribes","sativum"
"32364","Grossulariaceae","Ribes sinanense","Ribes","sinanense"
"32366","Grossulariaceae","Ribes spicatum","Ribes","spicatum"
"32367","Grossulariaceae","Ribes triste","Ribes","triste"
"32389","Rubiaceae","Richardia brasiliensis","Richardia","brasiliensis"
"32394","Rubiaceae","Richardia scabra","Richardia","scabra"
"32398","Euphorbiaceae","Ricinus communis","Ricinus","communis"
"32400","Euphorbiaceae","Ricinodendron heudelotii","Ricinodendron","heudelotii"
"32480","Violaceae","Rinorea sprucei","Rinorea","sprucei"
"32482","Phytolaccaceae","Rivina humilis","Rivina","humilis"
"32485","Leguminosae","Robinia hispida","Robinia","hispida"
"32488","Leguminosae","Robinia neomexicana","Robinia","neomexicana"
"32490","Leguminosae","Robinia pseudoacacia","Robinia","pseudoacacia"
"32562","Saxifragaceae","Rodgersia podophylla","Rodgersia","podophylla"
"32564","Poaceae","Elymus ciliaris","Elymus","ciliaris"
"32565","Poaceae","Elymus semicostatus","Elymus","semicostatus"
"32566","Asparagaceae","Rohdea japonica","Rohdea","japonica"
"32569","Rubiaceae","Rondeletia odorata","Rondeletia","odorata"
"32571","Brassicaceae","Rorippa islandica","Rorippa","islandica"
"32573","Brassicaceae","Rorippa sylvestris","Rorippa","sylvestris"
"32575","Rosaceae","Rosa damascena","Rosa","damascena"
"32576","Rosaceae","Rosa acicularis","Rosa","acicularis"
"32580","Rosaceae","Rosa banksiae","Rosa","banksiae"
"32581","Rosaceae","Rosa blanda","Rosa","blanda"
"32582","Rosaceae","Rosa bracteata","Rosa","bracteata"
"32583","Rosaceae","Rosa californica","Rosa","californica"
"32589","Rosaceae","Rosa canina","Rosa","canina"
"32620","Rosaceae","Rosa carolina","Rosa","carolina"
"32621","Rosaceae","Rosa centifolia","Rosa","centifolia"
"32625","Rosaceae","Rosa chinensis","Rosa","chinensis"
"32640","Rosaceae","Rosa corymbifera","Rosa","corymbifera"
"32646","Rosaceae","Rosa davurica","Rosa","davurica"
"32647","Rosaceae","Rosa dumetorum","Rosa","dumetorum"
"32649","Rosaceae","Rosa rubiginosa","Rosa","rubiginosa"
"32651","Rosaceae","Rosa gallica","Rosa","gallica"
"32652","Rosaceae","Rosa glauca","Rosa","glauca"
"32654","Rosaceae","Rosa gymnocarpa","Rosa","gymnocarpa"
"32655","Rosaceae","Rosa hybrida","Rosa","hybrida"
"32660","Rosaceae","Rosa indica","Rosa","indica"
"32669","Rosaceae","Rosa laevigata","Rosa","laevigata"
"32670","Rosaceae","Rosa laxa","Rosa","laxa"
"32671","Rosaceae","Rosa multiflora","Rosa","multiflora"
"32695","Rosaceae","Rosa nutkana","Rosa","nutkana"
"32696","Rosaceae","Rosa obtusifolia","Rosa","obtusifolia"
"32697","Rosaceae","Rosa odorata","Rosa","odorata"
"32705","Rosaceae","Rosa rugosa","Rosa","rugosa"
"32718","Rosaceae","Rosa sericea","Rosa","sericea"
"32719","Rosaceae","Rosa setigera","Rosa","setigera"
"32721","Rosaceae","Rosa virginiana","Rosa","virginiana"
"32723","Rosaceae","Rosa fortuniana","Rosa","fortuniana"
"32724","Rosaceae","Rosa noisettiana","Rosa","noisettiana"
"32727","Arecaceae","Roscheria melanochaetes","Roscheria","melanochaetes"
"32729","Lamiaceae","Rosmarinus officinalis","Rosmarinus","officinalis"
"32761","Orchidaceae","Rossioglossum grande","Rossioglossum","grande"
"32762","Poaceae","Rottboellia cochinchinensis","Rottboellia","cochinchinensis"
"32767","Poaceae","Ophiuros exaltatus","Ophiuros","exaltatus"
"32772","Amaranthaceae","Dysphania multifida","Dysphania","multifida"
"32773","Ebenaceae","Diospyros whyteana","Diospyros","whyteana"
"32776","Arecaceae","Roystonea oleracea","Roystonea","oleracea"
"32789","Rubiaceae","Rubia cordifolia","Rubia","cordifolia"
"32790","Rubiaceae","Rubia peregrina","Rubia","peregrina"
"32792","Rubiaceae","Rubia tinctorum","Rubia","tinctorum"
"32794","Rosaceae","Rubus allegheniensis","Rubus","allegheniensis"
"32795","Rosaceae","Rubus amoenus","Rubus","amoenus"
"32796","Rosaceae","Rubus argutus","Rubus","argutus"
"32797","Rosaceae","Rubus armeniacus","Rubus","armeniacus"
"32798","Rosaceae","Rubus canescens","Rubus","canescens"
"32799","Rosaceae","Rubus biflorus","Rubus","biflorus"
"32800","Rosaceae","Rubus brasiliensis","Rubus","brasiliensis"
"32802","Rosaceae","Rubus caesius","Rubus","caesius"
"32806","Rosaceae","Rubus canadensis","Rubus","canadensis"
"32808","Rosaceae","Rubus caucasicus","Rubus","caucasicus"
"32809","Rosaceae","Rubus chamaemorus","Rubus","chamaemorus"
"32810","Rosaceae","Rubus corchorifolius","Rubus","corchorifolius"
"32811","Rosaceae","Rubus coreanus","Rubus","coreanus"
"32812","Rosaceae","Rubus crataegifolius","Rubus","crataegifolius"
"32815","Rosaceae","Rubus vestitus","Rubus","vestitus"
"32845","Rosaceae","Rubus glaucus","Rubus","glaucus"
"32848","Rosaceae","Rubus hirsutus","Rubus","hirsutus"
"32849","Rosaceae","Rubus proiectus","Rubus","proiectus"
"32850","Rosaceae","Rubus nessensis","Rubus","nessensis"
"32853","Rosaceae","Rubus idaeus","Rubus","idaeus"
"32923","Rosaceae","Rubus irenaeus","Rubus","irenaeus"
"32924","Rosaceae","Rubus innominatus","Rubus","innominatus"
"32925","Rosaceae","Rubus laciniatus","Rubus","laciniatus"
"32926","Rosaceae","Rubus leucodermis","Rubus","leucodermis"
"32927","Rosaceae","Rubus loganobaccus","Rubus","loganobaccus"
"32945","Rosaceae","Rubus pluribracteatus","Rubus","pluribracteatus"
"32946","Rosaceae","Rubus serpens","Rubus","serpens"
"32947","Rosaceae","Rubus niveus","Rubus","niveus"
"32949","Rosaceae","Rubus occidentalis","Rubus","occidentalis"
"32957","Rosaceae","Rubus odoratus","Rubus","odoratus"
"32958","Rosaceae","Rubus parviflorus","Rubus","parviflorus"
"32961","Rosaceae","Rubus parvifolius","Rubus","parvifolius"
"32962","Rosaceae","Rubus parvus","Rubus","parvus"
"32963","Rosaceae","Rubus phoenicolasius","Rubus","phoenicolasius"
"32965","Rosaceae","Rubus pinnatus","Rubus","pinnatus"
"32966","Rosaceae","Rubus praecox","Rubus","praecox"
"32970","Rosaceae","Rubus rosifolius","Rubus","rosifolius"
"32973","Rosaceae","Rubus sanctus","Rubus","sanctus"
"32974","Rosaceae","Rubus spectabilis","Rubus","spectabilis"
"32980","Rosaceae","Rubus subarcticus","Rubus","subarcticus"
"32981","Rosaceae","Rubus flagellaris","Rubus","flagellaris"
"32982","Rosaceae","Rubus triphyllus","Rubus","triphyllus"
"32983","Rosaceae","Rubus trivialis","Rubus","trivialis"
"32984","Rosaceae","Rubus ulmifolius","Rubus","ulmifolius"
"32985","Rosaceae","Rubus ursinus","Rubus","ursinus"
"33005","Rosaceae","Rubus vitifolius","Rubus","vitifolius"
"33006","Compositae","Rudbeckia fulgida","Rudbeckia","fulgida"
"33010","Compositae","Rudbeckia hirta","Rudbeckia","hirta"
"33017","Compositae","Rudbeckia laciniata","Rudbeckia","laciniata"
"33024","Compositae","Rudbeckia triloba","Rudbeckia","triloba"
"33025","Acanthaceae","Ruellia elegans","Ruellia","elegans"
"33026","Acanthaceae","Ruellia macrantha","Ruellia","macrantha"
"33027","Acanthaceae","Ruellia makoyana","Ruellia","makoyana"
"33028","Acanthaceae","Ruellia simplex","Ruellia","simplex"
"33029","Acanthaceae","Ruellia portellae","Ruellia","portellae"
"33035","Acanthaceae","Ruellia squarrosa","Ruellia","squarrosa"
"33036","Acanthaceae","Ruellia tuberosa","Ruellia","tuberosa"
"33038","Polygonaceae","Rumex acetosa","Rumex","acetosa"
"33047","Polygonaceae","Rumex acetosella","Rumex","acetosella"
"33056","Polygonaceae","Rumex alpinus","Rumex","alpinus"
"33057","Polygonaceae","Rumex altissimus","Rumex","altissimus"
"33059","Polygonaceae","Rumex conglomeratus","Rumex","conglomeratus"
"33061","Polygonaceae","Rumex crispus","Rumex","crispus"
"33084","Polygonaceae","Rumex dentatus","Rumex","dentatus"
"33086","Polygonaceae","Rumex hydrolapathum","Rumex","hydrolapathum"
"33088","Polygonaceae","Rumex hymenosepalus","Rumex","hymenosepalus"
"33090","Polygonaceae","Rumex japonicus","Rumex","japonicus"
"33091","Polygonaceae","Rumex nepalensis","Rumex","nepalensis"
"33092","Polygonaceae","Rumex obtusifolius","Rumex","obtusifolius"
"33104","Polygonaceae","Rumex occidentalis","Rumex","occidentalis"
"33105","Polygonaceae","Rumex patientia","Rumex","patientia"
"33106","Polygonaceae","Rumex vesicarius","Rumex","vesicarius"
"33108","Dryopteridaceae","Rumohra adiantiformis","Rumohra","adiantiformis"
"33115","Acanthaceae","Rungia pectinata","Rungia","pectinata"
"33116","Polygonaceae","Ruprechtia laxiflora","Ruprechtia","laxiflora"
"33117","Polygonaceae","Ruprechtia ramiflora","Ruprechtia","ramiflora"
"33119","Asparagaceae","Ruscus aculeatus","Ruscus","aculeatus"
"33129","Asparagaceae","Ruscus hypoglossum","Ruscus","hypoglossum"
"33132","Asparagaceae","Ruscus hypophyllum","Ruscus","hypophyllum"
"33139","Plantaginaceae","Russelia equisetiformis","Russelia","equisetiformis"
"33144","Rutaceae","Ruta angustifolia","Ruta","angustifolia"
"33146","Rutaceae","Ruta chalepensis","Ruta","chalepensis"
"33149","Rutaceae","Ruta corsica","Ruta","corsica"
"33150","Rutaceae","Ruta graveolens","Ruta","graveolens"
"33157","Rutaceae","Ruta macrophylla","Ruta","macrophylla"
"33158","Rutaceae","Ruta montana","Ruta","montana"
"33159","Acanthaceae","Ruttya ovata","Ruttya","ovata"
"33160","Achariaceae","Ryparosa fasciculata","Ryparosa","fasciculata"
"33161","Arecaceae","Sabal bermudana","Sabal","bermudana"
"33162","Arecaceae","Sabal palmetto","Sabal","palmetto"
"33168","Poaceae","Saccharum spontaneum","Saccharum","spontaneum"
"33169","Poaceae","Saccharum officinarum","Saccharum","officinarum"
"33267","Caryophyllaceae","Sagina saginoides","Sagina","saginoides"
"33268","Caryophyllaceae","Sagina procumbens","Sagina","procumbens"
"33269","Alismataceae","Sagittaria latifolia","Sagittaria","latifolia"
"33270","Alismataceae","Sagittaria montevidensis","Sagittaria","montevidensis"
"33272","Gesneriaceae","Saintpaulia ionantha","Saintpaulia","ionantha"
"33296","Arecaceae","Salacca zalacca","Salacca","zalacca"
"33298","Celastraceae","Salacia elegans","Salacia","elegans"
"33299","Amaranthaceae","Salicornia bigelovii","Salicornia","bigelovii"
"33300","Salicaceae","Salix acmophylla","Salix","acmophylla"
"33302","Salicaceae","Salix acutifolia","Salix","acutifolia"
"33303","Salicaceae","Salix aegyptiaca","Salix","aegyptiaca"
"33305","Salicaceae","Salix alaxensis","Salix","alaxensis"
"33306","Salicaceae","Salix alba","Salix","alba"
"33327","Salicaceae","Salix amygdaloides","Salix","amygdaloides"
"33328","Salicaceae","Salix mariana","Salix","mariana"
"33329","Salicaceae","Salix helvetica","Salix","helvetica"
"33331","Salicaceae","Salix aurita","Salix","aurita"
"33332","Salicaceae","Salix babylonica","Salix","babylonica"
"33371","Salicaceae","Salix bakko","Salix","bakko"
"33373","Salicaceae","Salix bebbiana","Salix","bebbiana"
"33374","Salicaceae","Salix pedicellata","Salix","pedicellata"
"33375","Salicaceae","Salix candida","Salix","candida"
"33376","Salicaceae","Salix caprea","Salix","caprea"
"33396","Salicaceae","Salix caucasica","Salix","caucasica"
"33397","Salicaceae","Salix chaenomeloides","Salix","chaenomeloides"
"33399","Salicaceae","Salix cinerea","Salix","cinerea"
"33403","Salicaceae","Salix cordata","Salix","cordata"
"33404","Salicaceae","Salix discolor","Salix","discolor"
"33410","Salicaceae","Salix eleagnos","Salix","eleagnos"
"33411","Salicaceae","Salix melanopsis","Salix","melanopsis"
"33412","Salicaceae","Salix fragilis","Salix","fragilis"
"33413","Salicaceae","Salix guebriantiana","Salix","guebriantiana"
